text,font_size,bold,italic,x0,y0,x1,y1,page
•,8.966400146484375,0,0,69.76499938964844,645.0391235351562,74.22129821777344,661.0172729492188,1
•,8.966400146484375,0,0,333.9219970703125,108.05317687988281,338.3782958984375,124.03129577636719,1
ing significant performance improvements.,8.966400146484375,0,0,342.364013671875,127.39680480957031,500.3253173828125,139.7883758544922,1
•,8.966400146484375,0,0,333.9220275878906,151.8881378173828,338.3783264160156,167.8662567138672,1
improves the accuracy of AD diagnosis.,8.966400146484375,0,0,342.364013671875,182.19178771972656,487.57501220703125,194.58335876464844,1
2,10.909099578857422,0,0,317.95501708984375,219.9471435546875,323.5622863769531,234.587158203125,1
Related Work,10.909099578857422,0,0,334.47137451171875,219.9471435546875,402.55511474609375,234.587158203125,1
2.1,10.909099578857422,0,0,317.95501708984375,235.63812255859375,331.8313903808594,250.27813720703125,1
AD Diagnosis With Deep Learning,10.909099578857422,0,0,342.740478515625,235.63812255859375,512.9443359375,250.27813720703125,1
granularity ordinal prototype learning (HOPE)[,8.952940940856934,0,0,317.9549865722656,370.85882568359375,491.3993225097656,383.2503662109375,1
21,8.966400146484375,0,0,491.40301513671875,370.85882568359375,499.74176025390625,383.2503662109375,1
] method to pre-,8.952940940856934,0,0,499.7409973144531,370.85882568359375,559.716064453125,383.2503662109375,1
2.2,10.909099578857422,0,0,317.9549865722656,551.0801391601562,331.83135986328125,565.7201538085938,1
Causal Inference,10.909099578857422,0,0,342.7404479980469,551.0801391601562,426.2060241699219,565.7201538085938,1
between inputs and outputs[,9.055620193481445,0,0,317.9549865722656,576.7127685546875,425.4447021484375,589.1043701171875,1
3,8.966400146484375,0,0,425.447998046875,576.7127685546875,429.61737060546875,589.1043701171875,1
][,9.055620193481445,0,0,429.61700439453125,576.7127685546875,436.1287841796875,589.1043701171875,1
12,8.966400146484375,0,0,436.1289978027344,576.7127685546875,444.4677429199219,589.1043701171875,1
"], resulting in abnormal model",9.055620193481445,0,0,444.4679870605469,576.7127685546875,558.2042846679688,589.1043701171875,1
22,8.966400146484375,0,0,546.6069946289062,642.4657592773438,554.9457397460938,654.8573608398438,1
],9.055620193481445,0,0,554.9459838867188,642.4657592773438,558.2018432617188,654.8573608398438,1
ing variations and background clutter. Liu et al.[,9.055620193481445,0,0,317.9549865722656,675.3427734375,502.2504577636719,687.734375,1
10,8.966400146484375,0,0,502.2489929199219,675.3427734375,510.5877380371094,687.734375,1
] proposed a,9.055620193481445,0,0,510.5870056152344,675.3427734375,558.19970703125,687.734375,1
2025-07-21 01:01. Page 2 of 1–9.,6.973800182342529,0,0,468.05999755859375,711.4574584960938,558.2034301757812,721.09521484375,1
Unpublished working draft.,35.9991455078125,0,0,128.95187377929688,215.0328369140625,451.520751953125,537.6016845703125,2
Not for distribution.,35.9991455078125,0,0,198.72470092773438,284.80560302734375,442.840576171875,528.9214477539062,2
"ACM MM, 2025, October 27-31, 2025, Dublin, Ireland",6.973800182342529,0,0,406.70721435546875,61.119380950927734,558.1990356445312,69.2159652709961,2
2,8.966400146484375,0,0,257.010009765625,83.56178283691406,261.17938232421875,95.95335388183594,2
] sequen-,8.997727394104004,0,0,261.1789855957031,83.56178283691406,295.56201171875,95.95335388183594,2
Aware Attention Mechanism (CaaM)[,8.984314918518066,0,0,53.15299987792969,127.39680480957031,191.76084899902344,139.7883758544922,2
23,8.966400146484375,0,0,191.76100158691406,127.39680480957031,200.09974670410156,139.7883758544922,2
"], which integrates causal",8.984314918518066,0,0,200.0989990234375,127.39680480957031,294.04669189453125,139.7883758544922,2
self-attention.,8.966400146484375,0,0,53.79800033569336,171.23280334472656,104.7271499633789,183.62437438964844,2
3,10.909099578857422,0,0,53.79800033569336,255.190185546875,59.405277252197266,269.8302001953125,2
Method,10.909099578857422,0,0,70.31437683105469,255.190185546875,108.32167053222656,269.8302001953125,2
clinical data.,8.966400146484375,0,0,53.79800033569336,324.6578063964844,99.80459594726562,337.0493469238281,2
3.1,10.909099578857422,0,0,53.79800033569336,353.8201599121094,67.67437744140625,368.4601745605469,2
Framework,10.909099578857422,0,0,78.58348083496094,353.8201599121094,135.6053466796875,368.4601745605469,2
Inspired by Xue et al.[,8.876283645629883,0,0,53.79800033569336,412.32879638671875,133.127685546875,424.7203369140625,2
24,8.966400146484375,0,0,133.12600708007812,412.32879638671875,141.46475219726562,424.7203369140625,2
"], we first perform self-supervised training",8.876283645629883,0,0,141.46499633789062,412.32879638671875,294.043701171875,424.7203369140625,2
on a SwinUNETR network[,9.011119842529297,0,0,53.79800033569336,423.2878112792969,155.01760864257812,435.6793518066406,2
16,8.966400146484375,0,0,155.0189971923828,423.2878112792969,163.3577423095703,435.6793518066406,2
]. Then we take out its encoder and,9.011119842529297,0,0,163.35800170898438,423.2878112792969,294.04608154296875,435.6793518066406,2
DeepSeek[,8.876283645629883,0,0,53.79800033569336,456.1648254394531,92.2414321899414,468.5563659667969,2
6,8.966400146484375,0,0,92.24400329589844,456.1648254394531,96.41337585449219,468.5563659667969,2
19,8.966400146484375,0,0,282.45001220703125,499.99981689453125,290.78875732421875,512.391357421875,2
],9.055620193481445,0,0,290.78900146484375,499.99981689453125,294.0448913574219,512.391357421875,2
yield the prediction results.,8.966400146484375,0,0,53.79800033569336,598.6297607421875,153.78233337402344,611.0213623046875,2
3.2,10.909099578857422,0,0,53.79800033569336,627.7921752929688,67.67437744140625,642.4321899414062,2
Causal Intervention,10.909099578857422,0,0,78.58348083496094,627.7921752929688,177.4635467529297,642.4321899414062,2
Y is formally represented as a directed edge,8.876283645629883,0,0,317.69500732421875,94.52076721191406,470.8187255859375,106.91233825683594,2
X,8.876283645629883,0,0,470.8187255859375,96.6009750366211,478.1082763671875,107.40548706054688,2
→,8.966400146484375,0,0,478.1082763671875,97.09413146972656,489.9905700683594,113.07225036621094,2
Y,8.876283645629883,0,0,489.9905700683594,96.6009750366211,496.6094665527344,107.40548706054688,2
in the structural,8.876283645629883,0,0,496.6094665527344,94.52076721191406,558.1984252929688,106.91233825683594,2
causal model (SCM).,8.966400146484375,0,0,317.9549865722656,105.47981262207031,392.65411376953125,117.87138366699219,2
the conditional probability,8.903413772583008,0,0,317.9549865722656,127.39680480957031,414.1436462402344,139.7883758544922,2
P,8.903413772583008,0,0,414.1436462402344,129.47702026367188,420.7966003417969,140.28152465820312,2
(,8.903413772583008,0,0,421.4670104980469,127.39680480957031,424.1015930175781,139.7883758544922,2
Y,8.903413772583008,0,0,424.10101318359375,129.47702026367188,428.9811706542969,140.28152465820312,2
|,8.903413772583008,0,0,429.9809875488281,127.39680480957031,431.7933654785156,139.7883758544922,2
X,8.903413772583008,0,0,431.79400634765625,129.47702026367188,437.3460693359375,140.28152465820312,2
"), which quantifies the probabilis-",8.903413772583008,0,0,438.27899169921875,127.39680480957031,559.7171020507812,139.7883758544922,2
X,8.961915969848633,0,0,317.65899658203125,204.1098175048828,323.5708923339844,216.5013885498047,2
→,8.966400146484375,0,0,323.5708923339844,206.6831817626953,334.9875793457031,222.6613006591797,2
do(,9.042293548583984,0,0,317.9549865722656,346.5758056640625,329.8824157714844,358.96734619140625,2
·,8.966400146484375,0,0,329.97198486328125,349.1491394042969,332.2135925292969,365.1272888183594,2
) to block the backdoor path Y,9.042293548583984,0,0,332.3030090332031,346.5758056640625,444.4099426269531,358.96734619140625,2
←,8.966400146484375,0,0,444.4099426269531,349.1491394042969,455.8345947265625,365.1272888183594,2
S,9.042293548583984,0,0,455.8345947265625,346.5758056640625,462.504638671875,358.96734619140625,2
→,8.966400146484375,0,0,462.504638671875,349.1491394042969,473.93359375,365.1272888183594,2
"X, and its causal inter-",9.042293548583984,0,0,473.93359375,346.5758056640625,559.718505859375,358.96734619140625,2
𝑃,8.966400146484375,0,0,358.7259826660156,379.6534118652344,363.2002258300781,388.8349914550781,2
(,8.966400146484375,0,0,364.4959716796875,379.1871337890625,367.4817810058594,395.165283203125,2
𝑌,8.966400146484375,0,0,367.4369812011719,379.6534118652344,372.3864440917969,388.8349914550781,2
|,8.966400146484375,0,0,372.3864440917969,379.1871337890625,378.1942443847656,395.165283203125,2
𝑑𝑜,8.966400146484375,0,0,378.1942443847656,379.6534118652344,389.2655029296875,388.8349914550781,2
(,8.966400146484375,0,0,390.3819580078125,379.1871337890625,393.3677673339844,395.165283203125,2
𝑋,8.966400146484375,0,0,393.45697021484375,379.6534118652344,399.0878601074219,388.8349914550781,2
)),8.966400146484375,0,0,400.208984375,379.1871337890625,406.6289367675781,395.165283203125,2
=,8.966400146484375,0,0,406.6289367675781,378.8912658691406,414.8760986328125,388.87982177734375,2
∑︁,8.966400146484375,0,0,417.36700439453125,364.5785217285156,429.22955322265625,404.0665588378906,2
𝑠,7.27269983291626,0,0,421.4339904785156,390.9306640625,424.34307861328125,398.3778991699219,2
𝑃,8.966400146484375,0,0,430.5889892578125,379.6534118652344,435.063232421875,388.8349914550781,2
(,8.966400146484375,0,0,436.3589782714844,379.1871337890625,439.34478759765625,395.165283203125,2
𝑌,8.966400146484375,0,0,439.29998779296875,379.6534118652344,444.24945068359375,388.8349914550781,2
|,8.966400146484375,0,0,444.24945068359375,379.1871337890625,450.0572509765625,395.165283203125,2
"𝑋,𝑆",8.966400146484375,0,0,450.0572509765625,379.6534118652344,466.4820556640625,388.8349914550781,2
=,8.966400146484375,0,0,466.4820556640625,378.8912658691406,474.99908447265625,388.87982177734375,2
𝑠,8.966400146484375,0,0,474.99908447265625,379.6534118652344,480.2961120605469,388.8349914550781,2
),8.966400146484375,0,0,480.9289855957031,379.1871337890625,483.914794921875,395.165283203125,2
𝑃,8.966400146484375,0,0,484.2279968261719,379.6534118652344,488.7022399902344,388.8349914550781,2
(,8.966400146484375,0,0,489.99798583984375,379.1871337890625,492.9837951660156,395.165283203125,2
𝑆,8.966400146484375,0,0,493.073974609375,379.6534118652344,497.14471435546875,388.8349914550781,2
=,8.966400146484375,0,0,497.14471435546875,378.8912658691406,505.6650695800781,388.87982177734375,2
𝑠,8.966400146484375,0,0,505.6650695800781,379.6534118652344,510.96209716796875,388.8349914550781,2
),8.966400146484375,0,0,511.5939636230469,379.1871337890625,514.5797729492188,395.165283203125,2
.,8.966400146484375,0,0,515.1719360351562,379.6534118652344,517.14453125,388.8349914550781,2
(1),8.966400146484375,0,0,549.2259521484375,378.4267883300781,558.7393188476562,390.8183288574219,2
factor.,8.966400146484375,0,0,317.9549865722656,442.5908203125,340.8013610839844,454.98236083984375,2
S,9.055620193481445,0,0,317.9549865722656,520.299072265625,322.5644226074219,532.3319702148438,2
→,8.966400146484375,0,0,322.5644226074219,521.8771362304688,334.5635681152344,537.8552856445312,2
X,9.055620193481445,0,0,334.5635681152344,520.299072265625,343.9486083984375,532.3319702148438,2
→,8.966400146484375,0,0,343.9486083984375,521.8771362304688,355.9485778808594,537.8552856445312,2
M,9.055620193481445,0,0,355.9485778808594,520.299072265625,366.989013671875,532.3319702148438,2
→,8.966400146484375,0,0,366.989013671875,521.8771362304688,376.17059326171875,537.8552856445312,2
Y,9.055620193481445,0,0,376.17059326171875,520.299072265625,384.6959533691406,532.3319702148438,2
while satisfying the front-door criterion. The,9.055620193481445,0,0,384.6959533691406,519.3037719726562,558.2007446289062,531.6953735351562,2
𝑃,8.966400146484375,0,0,340.50897216796875,596.1683959960938,344.98321533203125,605.3500366210938,2
(,8.966400146484375,0,0,346.2789611816406,595.7021484375,349.2647705078125,611.6802978515625,2
𝑌,8.966400146484375,0,0,349.219970703125,596.1683959960938,354.16943359375,605.3500366210938,2
|,8.966400146484375,0,0,354.16943359375,595.7021484375,359.97723388671875,611.6802978515625,2
𝑑𝑜,8.966400146484375,0,0,359.97723388671875,596.1683959960938,371.0484924316406,605.3500366210938,2
(,8.966400146484375,0,0,372.1649475097656,595.7021484375,375.1507568359375,611.6802978515625,2
𝑥,8.966400146484375,0,0,375.2399597167969,596.1683959960938,379.4989929199219,605.3500366210938,2
)),8.966400146484375,0,0,380.3019714355469,595.7021484375,386.721923828125,611.6802978515625,2
=,8.966400146484375,0,0,386.721923828125,595.40625,394.9690856933594,605.3948364257812,2
∑︁,8.966400146484375,0,0,397.4599914550781,581.093505859375,409.3225402832031,620.58154296875,2
𝑚,7.27269983291626,0,0,399.8869934082031,607.4456176757812,406.163330078125,614.8928833007812,2
𝑃,8.966400146484375,0,0,410.6820068359375,596.1683959960938,415.15625,605.3500366210938,2
(,8.966400146484375,0,0,416.4519958496094,595.7021484375,419.43780517578125,611.6802978515625,2
𝑌,8.966400146484375,0,0,419.39300537109375,596.1683959960938,424.34246826171875,605.3500366210938,2
|,8.966400146484375,0,0,424.34246826171875,595.7021484375,430.1502685546875,611.6802978515625,2
𝑑𝑜,8.966400146484375,0,0,430.1502685546875,596.1683959960938,441.2215270996094,605.3500366210938,2
(,8.966400146484375,0,0,442.3379821777344,595.7021484375,445.32379150390625,611.6802978515625,2
𝑀,8.966400146484375,0,0,445.5929870605469,596.1683959960938,452.8019714355469,605.3500366210938,2
=,8.966400146484375,0,0,452.8019714355469,595.40625,461.3180847167969,605.3948364257812,2
𝑚,8.966400146484375,0,0,461.3180847167969,596.1683959960938,470.2646789550781,605.3500366210938,2
)),8.966400146484375,0,0,470.5780029296875,595.7021484375,476.9979553222656,611.6802978515625,2
𝑃,8.966400146484375,0,0,477.31201171875,596.1683959960938,481.7862548828125,605.3500366210938,2
(,8.966400146484375,0,0,483.0820007324219,595.7021484375,486.06781005859375,611.6802978515625,2
𝑀,8.966400146484375,0,0,486.3370056152344,596.1683959960938,493.5459899902344,605.3500366210938,2
=,8.966400146484375,0,0,493.5459899902344,595.40625,502.06109619140625,605.3948364257812,2
𝑚,8.966400146484375,0,0,502.06109619140625,596.1683959960938,511.0076904296875,605.3500366210938,2
|,8.966400146484375,0,0,511.0076904296875,595.7021484375,515.9642944335938,611.6802978515625,2
𝑋,8.966400146484375,0,0,515.9642944335938,596.1683959960938,524.1759643554688,605.3500366210938,2
=,8.966400146484375,0,0,524.1759643554688,595.40625,533.0951538085938,605.3948364257812,2
𝑥,8.966400146484375,0,0,533.0951538085938,596.1683959960938,539.5761108398438,605.3500366210938,2
),8.966400146484375,0,0,540.3780517578125,595.7021484375,543.3638916015625,611.6802978515625,2
=,8.966400146484375,0,0,323.6380615234375,621.8892211914062,328.9461669921875,631.8778076171875,2
∑︁,8.966400146484375,0,0,331.43707275390625,607.5764770507812,343.29962158203125,647.0645141601562,2
𝑚,7.27269983291626,0,0,333.8650817871094,633.9286499023438,340.14141845703125,641.3759155273438,2
𝑃,8.966400146484375,0,0,344.6590881347656,622.6513671875,349.1333312988281,631.8330078125,2
(,8.966400146484375,0,0,350.4290771484375,622.1851196289062,353.4148864746094,638.1632690429688,2
𝑀,8.966400146484375,0,0,353.68408203125,622.6513671875,360.89306640625,631.8330078125,2
=,8.966400146484375,0,0,360.89306640625,621.8892211914062,369.4091796875,631.8778076171875,2
𝑚,8.966400146484375,0,0,369.4091796875,622.6513671875,378.35577392578125,631.8330078125,2
|,8.966400146484375,0,0,378.35577392578125,622.1851196289062,383.3123474121094,638.1632690429688,2
𝑋,8.966400146484375,0,0,383.3123474121094,622.6513671875,391.52294921875,631.8330078125,2
=,8.966400146484375,0,0,391.52294921875,621.8892211914062,400.44317626953125,631.8778076171875,2
𝑥,8.966400146484375,0,0,400.44317626953125,622.6513671875,406.923095703125,631.8330078125,2
),8.966400146484375,0,0,407.72607421875,622.1851196289062,410.7118835449219,638.1632690429688,2
∑︁,8.966400146484375,0,0,412.6540832519531,607.5764770507812,424.5166320800781,647.0645141601562,2
𝑥,7.27269983291626,0,0,415.0330810546875,634.640625,418.7785339355469,642.087890625,2
′,5.479499816894531,0,0,419.4930725097656,633.6641845703125,421.39447021484375,643.4286499023438,2
𝑃,8.966400146484375,0,0,425.8770751953125,622.6513671875,430.351318359375,631.8330078125,2
(,8.966400146484375,0,0,431.6470642089844,622.1851196289062,434.63287353515625,638.1632690429688,2
𝑌,8.966400146484375,0,0,434.58807373046875,622.6513671875,439.53753662109375,631.8330078125,2
|,8.966400146484375,0,0,439.53753662109375,622.1851196289062,445.3453369140625,638.1632690429688,2
𝑋,8.966400146484375,0,0,445.3453369140625,622.6513671875,453.55694580078125,631.8330078125,2
=,8.966400146484375,0,0,453.55694580078125,621.8892211914062,462.4761657714844,631.8778076171875,2
𝑥,8.966400146484375,0,0,462.4761657714844,622.6513671875,468.95709228515625,631.8330078125,2
′,7.27269983291626,0,0,469.7950439453125,619.9014282226562,472.31866455078125,632.8613891601562,2
", 𝑀",8.966400146484375,0,0,472.5850524902344,622.6513671875,483.2640075683594,631.8330078125,2
=,8.966400146484375,0,0,483.2640075683594,621.8892211914062,491.77716064453125,631.8778076171875,2
𝑚,8.966400146484375,0,0,491.77716064453125,622.6513671875,500.7227478027344,631.8330078125,2
),8.966400146484375,0,0,501.03704833984375,622.1851196289062,504.0228576660156,638.1632690429688,2
𝑃,8.966400146484375,0,0,504.3360595703125,622.6513671875,508.810302734375,631.8330078125,2
(,8.966400146484375,0,0,510.1060485839844,622.1851196289062,513.0918579101562,638.1632690429688,2
𝑋,8.966400146484375,0,0,513.1820678710938,622.6513671875,518.81298828125,631.8330078125,2
=,8.966400146484375,0,0,518.81298828125,621.8892211914062,527.732177734375,631.8778076171875,2
𝑥,8.966400146484375,0,0,527.732177734375,622.6513671875,534.213134765625,631.8330078125,2
′,7.27269983291626,0,0,535.0521240234375,619.9014282226562,537.5757446289062,632.8613891601562,2
),8.966400146484375,0,0,538.110107421875,622.1851196289062,541.095947265625,638.1632690429688,2
.,8.966400146484375,0,0,541.6871337890625,622.6513671875,543.6597290039062,631.8330078125,2
(2),8.966400146484375,0,0,549.2271118164062,608.5397338867188,558.740478515625,620.9313354492188,2
preted as follows:,9.055620193481445,0,0,317.9549865722656,653.4247436523438,385.0937194824219,665.8163452148438,2
𝑥,8.966400146484375,0,0,385.0937194824219,656.46435546875,392.176025390625,665.64599609375,2
′,7.27269983291626,0,0,393.0149841308594,654.1624145507812,395.5386047363281,667.1223754882812,2
represents the natural value of variable X,9.055620193481445,0,0,399.16400146484375,653.4247436523438,558.5009765625,665.8163452148438,2
"under no intervention, while",9.020037651062012,0,0,317.9549865722656,664.3837890625,424.5291442871094,676.775390625,2
Í,8.966400146484375,0,0,426.76300048828125,655.2464599609375,434.0078430175781,694.7344970703125,2
𝑥,7.27269983291626,0,0,433.7900085449219,671.8886108398438,437.53546142578125,679.3358764648438,2
′,5.479499816894531,0,0,438.25,670.9111938476562,440.1513977050781,680.6756591796875,2
𝑃,8.966400146484375,0,0,440.1513977050781,667.4234008789062,447.0092468261719,677.6370239257812,2
(,8.966400146484375,0,0,448.30401611328125,666.9571533203125,451.2898254394531,682.935302734375,2
𝑌,8.966400146484375,0,0,451.2450256347656,667.4234008789062,456.1944885253906,676.6050415039062,2
|,8.966400146484375,0,0,456.1944885253906,666.9571533203125,462.0032958984375,682.935302734375,2
𝑋,8.966400146484375,0,0,462.0032958984375,667.4234008789062,470.2138977050781,676.6050415039062,2
=,8.966400146484375,0,0,470.2138977050781,666.6612548828125,479.1341247558594,676.6498413085938,2
𝑥,8.966400146484375,0,0,479.1341247558594,667.4234008789062,485.6140441894531,676.6050415039062,2
′,7.27269983291626,0,0,486.4530029296875,665.1214599609375,488.97662353515625,678.0814208984375,2
", 𝑀",8.966400146484375,0,0,489.24200439453125,667.4234008789062,499.92095947265625,676.6050415039062,2
=,8.966400146484375,0,0,499.92095947265625,666.6612548828125,508.4341125488281,676.6498413085938,2
𝑚,8.966400146484375,0,0,508.4341125488281,667.4234008789062,517.3807373046875,676.6050415039062,2
),8.966400146484375,0,0,517.6950073242188,666.9571533203125,520.6808471679688,682.935302734375,2
𝑃,8.966400146484375,0,0,520.9940185546875,667.4234008789062,525.46826171875,676.6050415039062,2
(,8.966400146484375,0,0,526.7640380859375,666.9571533203125,529.7498779296875,682.935302734375,2
𝑋,8.966400146484375,0,0,529.8400268554688,667.4234008789062,535.470947265625,676.6050415039062,2
=,8.966400146484375,0,0,535.470947265625,666.6612548828125,544.39013671875,676.6498413085938,2
𝑥,8.966400146484375,0,0,544.39013671875,667.4234008789062,550.87109375,676.6050415039062,2
′,7.27269983291626,0,0,551.7100830078125,665.1214599609375,554.2337036132812,678.0814208984375,2
),8.966400146484375,0,0,554.76806640625,666.9571533203125,557.75390625,682.935302734375,2
𝑃,8.966400146484375,0,0,522.8082275390625,700.2993774414062,529.3832397460938,709.4810180664062,2
(,8.966400146484375,0,0,530.6790161132812,699.8331298828125,533.6648559570312,715.811279296875,2
𝑚,8.966400146484375,0,0,533.4590454101562,700.2993774414062,540.479736328125,709.4810180664062,2
|,8.966400146484375,0,0,540.479736328125,699.8331298828125,545.435302734375,715.811279296875,2
